Id,y
10000,-66.00242349023137
10001,451.40650440115326
10002,-461.6764170602978
10003,40.50120875372505
10004,-126.74472245403855
10005,-342.53455181925506
10006,-396.55554211358844
10007,335.54127907908605
10008,-99.51242087062448
10009,304.8125398062751
10010,68.89453048978672
10011,412.3691954559097
10012,54.942371024768576
10013,-17.005550754781254
10014,-597.8499575722603
10015,443.50228878641457
10016,144.77448697804118
10017,-57.41116367253923
10018,134.38782757746574
10019,-108.98377598910899
10020,153.82482842506795
10021,611.735983602203
10022,588.389650338424
10023,-131.0167999580204
10024,-61.135621141229166
10025,-374.24849531697174
10026,74.15799307965618
10027,137.43837873610448
10028,420.0866117967894
10029,196.76562571344562
10030,268.442849800535
10031,638.4749102511098
10032,127.37873138691712
10033,1.3491187584003017
10034,22.71045317740547
10035,342.23953452256626
10036,307.7039669741706
10037,348.1382087009393
10038,-168.65286130735439
10039,-20.221130904618523
10040,-551.7499275731088
10041,-429.97180406674187
10042,261.89195870674337
10043,389.8204261292194
10044,-96.16562227356681
10045,-210.710801256327
10046,278.88186878401217
10047,-427.4533010310497
10048,-172.90325291757068
10049,467.26437835578446
10050,-631.5587355874385
10051,-355.53165933817706
10052,143.1732755386042
10053,69.1992025989414
10054,275.5882739767271
10055,-263.1886122041049
10056,167.4983072324111
10057,104.57789589014001
10058,230.0700866100786
10059,20.988026644577403
10060,-4.822581262503249
10061,-201.92294081063807
10062,560.0639265657708
10063,55.28847625244889
10064,671.3015746918317
10065,-493.7487382852283
10066,-279.3530367325924
10067,-53.71252761314574
10068,379.698195500977
10069,315.07141085798526
10070,169.130017326142
10071,-271.5993032690102
10072,783.8022226750329
10073,44.577311515549255
10074,57.40678005457964
10075,-161.07827414306874
10076,-220.66957847885843
10077,223.24129442928998
10078,352.6655955437579
10079,13.163291366265526
10080,-461.99414698572974
10081,305.37214669142304
10082,-230.59656173860915
10083,359.074443242544
10084,-430.26056337592
10085,-115.54882205546414
10086,-88.96006387867304
10087,-488.29018980804295
10088,-139.35033854713637
10089,57.33880810852621
10090,-190.3362427216656
10091,-6.508092914826221
10092,189.29107774701782
10093,346.6036781856558
10094,871.6273206485923
10095,-147.01353738653776
10096,443.4899377794318
10097,-30.49843297443926
10098,185.46345753445968
10099,-119.9171715173288
10100,43.57523800180927
10101,58.31857155224435
10102,-197.15246829839987
10103,-70.47160678841188
10104,-342.8460532886653
10105,-29.233589873717044
10106,49.522929296104735
10107,-16.24614413791167
10108,33.77506926160791
10109,-68.88307748324058
10110,25.863399493694658
10111,-617.3142842716964
10112,-185.90441301194932
10113,323.7831061093876
10114,-35.66219572212658
10115,-733.5297711613858
10116,-240.73856264736028
10117,-381.97314662424907
10118,75.31994462169553
10119,36.61032645911568
10120,-28.756270225024235
10121,-481.160627968591
10122,408.85023042298957
10123,-765.021747199164
10124,178.07269651637154
10125,-7.64987938567117
10126,134.7968462337592
10127,-477.458514212869
10128,-248.70625301323642
10129,-361.8846572238632
10130,-18.7556117485545
10131,7.795604374435992
10132,-109.10598972538395
10133,-63.07374524219456
10134,591.8231837349146
10135,259.6126336966302
10136,-279.8658320087672
10137,93.22535940051844
10138,-427.2873154191352
10139,84.38656633089732
10140,-311.54463064415773
10141,11.419268612560444
10142,-297.8314684235833
10143,-331.92897096864374
10144,656.0132305257325
10145,-476.66268136505505
10146,361.19404513377316
10147,-150.18526861192282
10148,299.9467190243249
10149,-191.7214321927048
10150,151.94999511612124
10151,-64.67275781576843
10152,351.2448616306329
10153,-370.6364457562731
10154,349.22498178611306
10155,273.52460961680083
10156,783.1971843196864
10157,-124.23788973573845
10158,-155.2200443299085
10159,-506.9556493864112
10160,201.69321238561753
10161,-415.17405715963747
10162,-348.1651051695662
10163,-201.95224108681109
10164,-658.9504470533385
10165,179.34640168171404
10166,124.06925816168823
10167,-209.15025355201638
10168,213.70513477400488
10169,-82.11721023809123
10170,-97.11026989727267
10171,124.26800574647883
10172,50.289915657145016
10173,538.7439592813369
10174,630.0175345543371
10175,217.25927782654276
10176,-491.73374132670966
10177,-131.14175113883607
10178,362.39302241729297
10179,-14.363038055408424
10180,-30.261757361677496
10181,-107.32358076729933
