Id,y
2000,2
2001,2
2002,2
2003,2
2004,2
2005,2
2006,2
2007,2
2008,2
2009,2
2010,2
2011,2
2012,2
2013,2
2014,0
2015,0
2016,2
2017,0
2018,2
2019,2
2020,2
2021,2
2022,2
2023,2
2024,2
2025,2
2026,1
2027,2
2028,2
2029,2
2030,2
2031,2
2032,2
2033,2
2034,2
2035,2
2036,2
2037,2
2038,2
2039,2
2040,2
2041,2
2042,2
2043,0
2044,2
2045,2
2046,2
2047,1
2048,2
2049,2
2050,2
2051,2
2052,2
2053,2
2054,2
2055,0
2056,2
2057,1
2058,2
2059,2
2060,2
2061,1
2062,2
2063,2
2064,2
2065,2
2066,2
2067,2
2068,2
2069,2
2070,2
2071,2
2072,1
2073,1
2074,2
2075,2
2076,2
2077,0
2078,2
2079,2
2080,2
2081,2
2082,0
2083,2
2084,2
2085,1
2086,2
2087,2
2088,2
2089,2
2090,1
2091,2
2092,2
2093,2
2094,2
2095,2
2096,2
2097,2
2098,2
2099,2
2100,2
2101,2
2102,2
2103,2
2104,2
2105,0
2106,2
2107,2
2108,2
2109,2
2110,2
2111,2
2112,2
2113,0
2114,2
2115,0
2116,2
2117,2
2118,1
2119,2
2120,1
2121,2
2122,2
2123,1
2124,2
2125,2
2126,1
2127,2
2128,2
2129,2
2130,2
2131,2
2132,2
2133,2
2134,1
2135,2
2136,1
2137,2
2138,2
2139,1
2140,2
2141,1
2142,2
2143,2
2144,2
2145,2
2146,2
2147,2
2148,2
2149,0
2150,0
2151,1
2152,2
2153,2
2154,2
2155,2
2156,2
2157,2
2158,2
2159,2
2160,0
2161,2
2162,1
2163,2
2164,2
2165,2
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,2
2173,2
2174,2
2175,2
2176,2
2177,2
2178,2
2179,2
2180,2
2181,2
2182,2
2183,2
2184,2
2185,2
2186,2
2187,0
2188,1
2189,2
2190,2
2191,2
2192,2
2193,2
2194,0
2195,2
2196,2
2197,2
2198,2
2199,2
2200,1
2201,2
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,2
2209,0
2210,2
2211,2
2212,2
2213,2
2214,2
2215,2
2216,2
2217,2
2218,2
2219,2
2220,2
2221,2
2222,2
2223,2
2224,2
2225,2
2226,2
2227,2
2228,0
2229,2
2230,2
2231,2
2232,2
2233,2
2234,2
2235,2
2236,0
2237,2
2238,2
2239,2
2240,1
2241,2
2242,2
2243,2
2244,2
2245,2
2246,2
2247,2
2248,1
2249,2
2250,2
2251,1
2252,2
2253,0
2254,2
2255,2
2256,2
2257,2
2258,2
2259,2
2260,2
2261,2
2262,2
2263,2
2264,2
2265,0
2266,2
2267,0
2268,0
2269,0
2270,2
2271,2
2272,2
2273,2
2274,2
2275,2
2276,2
2277,2
2278,2
2279,2
2280,2
2281,2
2282,2
2283,1
2284,0
2285,2
2286,2
2287,2
2288,2
2289,2
2290,2
2291,2
2292,2
2293,2
2294,2
2295,2
2296,2
2297,2
2298,2
2299,2
2300,2
2301,2
2302,0
2303,2
2304,1
2305,2
2306,2
2307,2
2308,2
2309,1
2310,2
2311,2
2312,2
2313,2
2314,2
2315,2
2316,2
2317,2
2318,2
2319,2
2320,2
2321,2
2322,0
2323,2
2324,2
2325,2
2326,2
2327,2
2328,2
2329,0
2330,2
2331,2
2332,2
2333,2
2334,0
2335,2
2336,2
2337,1
2338,2
2339,2
2340,2
2341,2
2342,2
2343,2
2344,1
2345,2
2346,0
2347,2
2348,2
2349,2
2350,2
2351,0
2352,2
2353,2
2354,2
2355,2
2356,2
2357,2
2358,1
2359,2
2360,2
2361,1
2362,2
2363,2
2364,2
2365,2
2366,2
2367,2
2368,2
2369,0
2370,2
2371,0
2372,2
2373,2
2374,2
2375,2
2376,2
2377,2
2378,2
2379,1
2380,2
2381,2
2382,2
2383,1
2384,2
2385,2
2386,2
2387,2
2388,2
2389,2
2390,2
2391,2
2392,2
2393,2
2394,2
2395,2
2396,2
2397,1
2398,2
2399,2
2400,2
2401,2
2402,2
2403,2
2404,2
2405,2
2406,0
2407,2
2408,2
2409,2
2410,2
2411,2
2412,2
2413,2
2414,2
2415,2
2416,2
2417,2
2418,2
2419,1
2420,2
2421,2
2422,2
2423,2
2424,2
2425,2
2426,2
2427,2
2428,1
2429,2
2430,1
2431,2
2432,2
2433,2
2434,2
2435,2
2436,2
2437,2
2438,2
2439,2
2440,2
2441,2
2442,2
2443,2
2444,2
2445,1
2446,2
2447,2
2448,0
2449,2
2450,2
2451,2
2452,2
2453,2
2454,2
2455,2
2456,2
2457,2
2458,2
2459,2
2460,2
2461,1
2462,2
2463,2
2464,2
2465,2
2466,2
2467,2
2468,2
2469,2
2470,2
2471,2
2472,1
2473,2
2474,0
2475,0
2476,2
2477,2
2478,2
2479,2
2480,2
2481,2
2482,2
2483,2
2484,2
2485,2
2486,2
2487,2
2488,2
2489,2
2490,2
2491,2
2492,2
2493,2
2494,2
2495,2
2496,2
2497,0
2498,2
2499,2
2500,2
2501,2
2502,2
2503,2
2504,2
2505,2
2506,2
2507,2
2508,2
2509,2
2510,2
2511,2
2512,2
2513,2
2514,2
2515,1
2516,2
2517,2
2518,2
2519,2
2520,2
2521,2
2522,0
2523,2
2524,2
2525,2
2526,2
2527,2
2528,2
2529,1
2530,2
2531,1
2532,2
2533,2
2534,2
2535,2
2536,2
2537,2
2538,2
2539,2
2540,2
2541,2
2542,2
2543,2
2544,2
2545,2
2546,2
2547,2
2548,2
2549,2
2550,0
2551,2
2552,2
2553,2
2554,2
2555,2
2556,1
2557,2
2558,2
2559,2
2560,2
2561,2
2562,2
2563,2
2564,2
2565,2
2566,1
2567,2
2568,2
2569,2
2570,2
2571,2
2572,2
2573,2
2574,2
2575,2
2576,2
2577,2
2578,2
2579,2
2580,2
2581,2
2582,2
2583,2
2584,2
2585,2
2586,0
2587,2
2588,2
2589,2
2590,1
2591,2
2592,2
2593,2
2594,2
2595,2
2596,0
2597,2
2598,2
2599,2
2600,2
2601,2
2602,2
2603,2
2604,2
2605,1
2606,1
2607,2
2608,2
2609,2
2610,2
2611,2
2612,2
2613,2
2614,0
2615,2
2616,2
2617,1
2618,2
2619,2
2620,2
2621,2
2622,2
2623,2
2624,1
2625,1
2626,2
2627,2
2628,2
2629,2
2630,2
2631,2
2632,2
2633,2
2634,2
2635,2
2636,2
2637,2
2638,2
2639,2
2640,2
2641,2
2642,2
2643,2
2644,2
2645,0
2646,1
2647,2
2648,1
2649,2
2650,0
2651,2
2652,2
2653,2
2654,2
2655,2
2656,2
2657,2
2658,2
2659,2
2660,2
2661,2
2662,2
2663,0
2664,2
2665,2
2666,2
2667,2
2668,1
2669,2
2670,2
2671,2
2672,2
2673,2
2674,2
2675,2
2676,1
2677,2
2678,2
2679,2
2680,2
2681,2
2682,1
2683,2
2684,2
2685,2
2686,2
2687,1
2688,2
2689,2
2690,1
2691,2
2692,2
2693,2
2694,0
2695,2
2696,2
2697,2
2698,2
2699,2
2700,2
2701,2
2702,2
2703,2
2704,2
2705,2
2706,1
2707,2
2708,2
2709,2
2710,2
2711,2
2712,2
2713,2
2714,2
2715,2
2716,1
2717,2
2718,2
2719,2
2720,2
2721,2
2722,2
2723,0
2724,2
2725,0
2726,2
2727,2
2728,2
2729,2
2730,2
2731,1
2732,2
2733,2
2734,2
2735,1
2736,2
2737,2
2738,2
2739,2
2740,2
2741,2
2742,2
2743,2
2744,2
2745,2
2746,2
2747,2
2748,2
2749,2
2750,2
2751,2
2752,2
2753,2
2754,2
2755,2
2756,2
2757,2
2758,2
2759,2
2760,2
2761,2
2762,2
2763,2
2764,2
2765,0
2766,2
2767,2
2768,2
2769,1
2770,2
2771,2
2772,2
2773,2
2774,2
2775,2
2776,2
2777,1
2778,0
2779,2
2780,2
2781,2
2782,2
2783,2
2784,2
2785,2
2786,2
2787,2
2788,2
2789,2
2790,2
2791,2
2792,2
2793,2
2794,2
2795,2
2796,0
2797,0
2798,2
2799,2
2800,0
2801,2
2802,2
2803,2
2804,2
2805,2
2806,2
2807,2
2808,2
2809,2
2810,2
2811,2
2812,2
2813,2
2814,2
2815,2
2816,2
2817,0
2818,0
2819,2
2820,2
2821,2
2822,2
2823,2
2824,2
2825,0
2826,2
2827,2
2828,2
2829,0
2830,0
2831,2
2832,2
2833,2
2834,2
2835,2
2836,2
2837,0
2838,1
2839,2
2840,2
2841,2
2842,2
2843,2
2844,2
2845,2
2846,1
2847,2
2848,2
2849,2
2850,2
2851,0
2852,2
2853,2
2854,2
2855,2
2856,2
2857,2
2858,0
2859,2
2860,2
2861,2
2862,1
2863,0
2864,0
2865,2
2866,2
2867,2
2868,2
2869,1
2870,2
2871,2
2872,2
2873,2
2874,2
2875,2
2876,2
2877,0
2878,2
2879,2
2880,2
2881,2
2882,2
2883,2
2884,2
2885,2
2886,2
2887,2
2888,2
2889,2
2890,2
2891,2
2892,2
2893,2
2894,2
2895,2
2896,2
2897,2
2898,0
2899,2
2900,2
2901,0
2902,2
2903,2
2904,2
2905,2
2906,2
2907,2
2908,2
2909,2
2910,2
2911,2
2912,2
2913,2
2914,2
2915,2
2916,1
2917,2
2918,2
2919,2
2920,2
2921,2
2922,2
2923,2
2924,2
2925,2
2926,2
2927,2
2928,2
2929,2
2930,2
2931,1
2932,2
2933,2
2934,2
2935,2
2936,2
2937,2
2938,2
2939,1
2940,2
2941,2
2942,2
2943,0
2944,2
2945,2
2946,2
2947,2
2948,2
2949,2
2950,2
2951,2
2952,2
2953,2
2954,1
2955,2
2956,1
2957,2
2958,2
2959,2
2960,2
2961,2
2962,2
2963,2
2964,2
2965,2
2966,2
2967,2
2968,2
2969,2
2970,2
2971,2
2972,2
2973,2
2974,2
2975,2
2976,2
2977,2
2978,2
2979,2
2980,2
2981,2
2982,2
2983,2
2984,2
2985,2
2986,2
2987,2
2988,0
2989,2
2990,2
2991,2
2992,2
2993,2
2994,2
2995,2
2996,1
2997,2
2998,2
2999,2
3000,0
3001,0
3002,0
3003,2
3004,2
3005,2
3006,2
3007,2
3008,1
3009,2
3010,2
3011,2
3012,2
3013,2
3014,2
3015,0
3016,0
3017,1
3018,2
3019,2
3020,2
3021,0
3022,2
3023,2
3024,2
3025,2
3026,2
3027,2
3028,2
3029,2
3030,2
3031,2
3032,2
3033,2
3034,2
3035,2
3036,2
3037,2
3038,2
3039,2
3040,2
3041,2
3042,2
3043,2
3044,2
3045,2
3046,2
3047,2
3048,2
3049,2
3050,2
3051,2
3052,2
3053,2
3054,2
3055,2
3056,2
3057,2
